id,name,unit,data_type,description,createdAt,updatedAt,code,coverage,timespan,datasetId,sourceId,shortUnit,columnOrder,originalMetadata
80112,Prevalence - Colon and rectum cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 19:03,5 441 3 22 1,,,2373,14376,\N,0,\N
80127,Prevalence - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 19:04,5 441 3 27 2,,,2373,14376,\N,0,\N
80132,Prevalence - Lip and oral cavity cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:29,5 444 3 22 1,,,2374,14377,\N,0,\N
80147,Prevalence - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:30,5 444 3 27 2,,,2374,14377,\N,0,\N
80152,Prevalence - Nasopharynx cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:30,5 447 3 22 1,,,2375,14378,\N,0,\N
80167,Prevalence - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:30,5 447 3 27 2,,,2375,14378,\N,0,\N
80952,Incidence - Tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 17:46,6 297 3 22 1,,,2212,14215,\N,0,\N
80972,Incidence - HIV/AIDS - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 17:46,6 298 3 22 1,,,2213,14216,\N,0,\N
80974,Incidence - HIV/AIDS - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,2/11/18 8:38,4/23/19 17:46,6 298 3 22 3,,,2213,14216,\N,0,\N
81557,Incidence - Rabies - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:16,6 359 3 22 1,,,2293,14296,\N,0,\N
81781,Incidence - Hepatitis B - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,2/11/18 8:38,4/23/19 20:34,6 402 3 22 3,,,2390,14393,\N,0,\N
82138,Prevalence - Esophageal cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 411 3 22 1,,,2393,14396,\N,0,\N
82153,Prevalence - Esophageal cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 411 3 27 2,,,2393,14396,\N,0,\N
82158,Prevalence - Stomach cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 414 3 22 1,,,2175,14178,\N,0,\N
82168,Prevalence - Stomach cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 414 3 27 2,,,2175,14178,\N,0,\N
82173,Prevalence - Liver cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 19:00,5 417 3 22 1,,,2394,14397,\N,0,\N
82188,Prevalence - Liver cancer - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 19:00,5 417 3 27 2,,,2394,14397,\N,0,\N
82373,Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 1 1,,,2398,14401,\N,0,\N
82374,Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 1 2,,,2398,14401,\N,0,\N
82496,Prevalence - Neoplasms - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 22 1,,,2398,14401,\N,0,\N
82497,Prevalence - Neoplasms - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 22 2,,,2398,14401,\N,0,\N
82499,Prevalence - Neoplasms - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 23 1,,,2398,14401,\N,0,\N
82500,Prevalence - Neoplasms - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 23 2,,,2398,14401,\N,0,\N
82502,Prevalence - Neoplasms - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 24 1,,,2398,14401,\N,0,\N
82503,Prevalence - Neoplasms - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 24 2,,,2398,14401,\N,0,\N
82505,Prevalence - Neoplasms - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 25 1,,,2398,14401,\N,0,\N
82506,Prevalence - Neoplasms - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 25 2,,,2398,14401,\N,0,\N
82508,Prevalence - Neoplasms - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 26 1,,,2398,14401,\N,0,\N
82509,Prevalence - Neoplasms - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 26 2,,,2398,14401,\N,0,\N
82511,Prevalence - Neoplasms - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 27 2,,,2398,14401,\N,0,\N
82612,Incidence - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,2/11/18 8:38,4/23/19 19:54,6 410 3 27 3,,,2398,14401,\N,0,\N
82876,Prevalence - Conduct disorder - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:09,5 579 3 22 1,,,2401,14404,\N,0,\N
82979,Prevalence - Idiopathic developmental intellectual disability - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 1 22 1,,,2402,14405,\N,0,\N
82980,Prevalence - Idiopathic developmental intellectual disability - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 2 22 1,,,2402,14405,\N,0,\N
82981,Prevalence - Idiopathic developmental intellectual disability - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 3 22 1,,,2402,14405,\N,0,\N
83024,Prevalence - Idiopathic developmental intellectual disability - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 1 27 2,,,2402,14405,\N,0,\N
83025,Prevalence - Idiopathic developmental intellectual disability - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 2 27 2,,,2402,14405,\N,0,\N
83026,Prevalence - Idiopathic developmental intellectual disability - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:11,5 582 3 27 2,,,2402,14405,\N,0,\N
83086,Prevalence - Other mental and substance use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:12,5 585 3 22 1,,,2403,14406,\N,0,\N
83154,Prevalence - Autistic spectrum disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 575 1 27 2,,,2404,14407,\N,0,\N
83155,Prevalence - Autistic spectrum disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 575 2 27 2,,,2404,14407,\N,0,\N
83156,Prevalence - Autistic spectrum disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 575 3 27 2,,,2404,14407,\N,0,\N
83424,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 578 1 22 1,,,2407,14410,\N,0,\N
83425,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 578 2 22 1,,,2407,14410,\N,0,\N
83426,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:07,5 578 3 22 1,,,2407,14410,\N,0,\N
83469,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:08,5 578 1 27 2,,,2407,14410,\N,0,\N
83470,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:08,5 578 2 27 2,,,2407,14410,\N,0,\N
83471,Prevalence - Attention-deficit/hyperactivity disorder - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:08,5 578 3 27 2,,,2407,14410,\N,0,\N
83516,Prevalence - Alcohol use disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 560 3 11 2,,,2408,14411,\N,0,\N
83520,Prevalence - Alcohol use disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:13,5 560 1 22 1,,,2408,14411,\N,0,\N
83521,Prevalence - Alcohol use disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:13,5 560 2 22 1,,,2408,14411,\N,0,\N
83522,Prevalence - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:13,5 560 3 22 1,,,2408,14411,\N,0,\N
83525,Prevalence - Alcohol use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:13,5 560 3 22 2,,,2408,14411,\N,0,\N
83534,Prevalence - Alcohol use disorders - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:13,5 560 3 23 2,,,2408,14411,\N,0,\N
83543,Prevalence - Alcohol use disorders - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 3 24 2,,,2408,14411,\N,0,\N
83552,Prevalence - Alcohol use disorders - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 3 25 2,,,2408,14411,\N,0,\N
83561,Prevalence - Alcohol use disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 3 26 2,,,2408,14411,\N,0,\N
83565,Prevalence - Alcohol use disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 1 27 2,,,2408,14411,\N,0,\N
83566,Prevalence - Alcohol use disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 2 27 2,,,2408,14411,\N,0,\N
83567,Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 560 3 27 2,,,2408,14411,\N,0,\N
83585,Prevalence - Drug use disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 7 2,,,2409,14412,\N,0,\N
83594,Prevalence - Drug use disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 8 2,,,2409,14412,\N,0,\N
83603,Prevalence - Drug use disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 9 2,,,2409,14412,\N,0,\N
83612,Prevalence - Drug use disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 10 2,,,2409,14412,\N,0,\N
83621,Prevalence - Drug use disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 11 2,,,2409,14412,\N,0,\N
83625,Prevalence - Drug use disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 1 22 1,,,2409,14412,\N,0,\N
83626,Prevalence - Drug use disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 2 22 1,,,2409,14412,\N,0,\N
83627,Prevalence - Drug use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 22 1,,,2409,14412,\N,0,\N
83630,Prevalence - Drug use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 22 2,,,2409,14412,\N,0,\N
83637,Prevalence - Drug use disorders - Sex: Male - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 1 23 2,,,2409,14412,\N,0,\N
83648,Prevalence - Drug use disorders - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 24 2,,,2409,14412,\N,0,\N
83666,Prevalence - Drug use disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 26 2,,,2409,14412,\N,0,\N
83670,Prevalence - Drug use disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 1 27 2,,,2409,14412,\N,0,\N
83671,Prevalence - Drug use disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 2 27 2,,,2409,14412,\N,0,\N
83672,Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:15,5 561 3 27 2,,,2409,14412,\N,0,\N
83732,Prevalence - Opioid use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:45,5 562 3 22 1,,,2410,14413,\N,0,\N
83837,Prevalence - Cocaine use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:47,5 563 3 22 1,,,2411,14414,\N,0,\N
83942,Prevalence - Amphetamine use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:49,5 564 3 22 1,,,2412,14415,\N,0,\N
84047,Prevalence - Cannabis use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:50,5 565 3 22 1,,,2413,14416,\N,0,\N
84152,Prevalence - Other drug use disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:52,5 566 3 22 1,,,2414,14417,\N,0,\N
84215,Prevalence - Depressive disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 7 2,,,2415,14418,\N,0,\N
84224,Prevalence - Depressive disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 8 2,,,2415,14418,\N,0,\N
84233,Prevalence - Depressive disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 9 2,,,2415,14418,\N,0,\N
84242,Prevalence - Depressive disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 10 2,,,2415,14418,\N,0,\N
84251,Prevalence - Depressive disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 11 2,,,2415,14418,\N,0,\N
84255,Prevalence - Depressive disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 1 22 1,,,2415,14418,\N,0,\N
84256,Prevalence - Depressive disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 2 22 1,,,2415,14418,\N,0,\N
84257,Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 22 1,,,2415,14418,\N,0,\N
84260,Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:53,5 567 3 22 2,,,2415,14418,\N,0,\N
84278,Prevalence - Depressive disorders - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 24 2,,,2415,14418,\N,0,\N
84287,Prevalence - Depressive disorders - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 25 2,,,2415,14418,\N,0,\N
84296,Prevalence - Depressive disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 26 2,,,2415,14418,\N,0,\N
84300,Prevalence - Depressive disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 1 27 2,,,2415,14418,\N,0,\N
84301,Prevalence - Depressive disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 2 27 2,,,2415,14418,\N,0,\N
84302,Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 27 2,,,2415,14418,\N,0,\N
84305,Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 27 3,,,2415,14418,\N,0,\N
84530,Prevalence - Bipolar disorder - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:57,5 570 3 7 2,,,2418,14421,\N,0,\N
84548,Prevalence - Bipolar disorder - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 9 2,,,2418,14421,\N,0,\N
84557,Prevalence - Bipolar disorder - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 10 2,,,2418,14421,\N,0,\N
84566,Prevalence - Bipolar disorder - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 11 2,,,2418,14421,\N,0,\N
84570,Prevalence - Bipolar disorder - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 1 22 1,,,2418,14421,\N,0,\N
84571,Prevalence - Bipolar disorder - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 2 22 1,,,2418,14421,\N,0,\N
84572,Prevalence - Bipolar disorder - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 22 1,,,2418,14421,\N,0,\N
84575,Prevalence - Bipolar disorder - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 22 2,,,2418,14421,\N,0,\N
84584,Prevalence - Bipolar disorder - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 23 2,,,2418,14421,\N,0,\N
84593,Prevalence - Bipolar disorder - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 24 2,,,2418,14421,\N,0,\N
84602,Prevalence - Bipolar disorder - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 25 2,,,2418,14421,\N,0,\N
84611,Prevalence - Bipolar disorder - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:58,5 570 3 26 2,,,2418,14421,\N,0,\N
84615,Prevalence - Bipolar disorder - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 570 1 27 2,,,2418,14421,\N,0,\N
84616,Prevalence - Bipolar disorder - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 570 2 27 2,,,2418,14421,\N,0,\N
84617,Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 570 3 27 2,,,2418,14421,\N,0,\N
84626,Prevalence - Anxiety disorders - Sex: Both - Age: Under 5 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 1 2,,,2419,14422,\N,0,\N
84635,Prevalence - Anxiety disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 7 2,,,2419,14422,\N,0,\N
84644,Prevalence - Anxiety disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 8 2,,,2419,14422,\N,0,\N
84653,Prevalence - Anxiety disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 9 2,,,2419,14422,\N,0,\N
84662,Prevalence - Anxiety disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 10 2,,,2419,14422,\N,0,\N
84671,Prevalence - Anxiety disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 11 2,,,2419,14422,\N,0,\N
84675,Prevalence - Anxiety disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 1 22 1,,,2419,14422,\N,0,\N
84676,Prevalence - Anxiety disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 2 22 1,,,2419,14422,\N,0,\N
84677,Prevalence - Anxiety disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 22 1,,,2419,14422,\N,0,\N
84680,Prevalence - Anxiety disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 22 2,,,2419,14422,\N,0,\N
84689,Prevalence - Anxiety disorders - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 23 2,,,2419,14422,\N,0,\N
84698,Prevalence - Anxiety disorders - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 24 2,,,2419,14422,\N,0,\N
84707,Prevalence - Anxiety disorders - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 25 2,,,2419,14422,\N,0,\N
84716,Prevalence - Anxiety disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 26 2,,,2419,14422,\N,0,\N
84720,Prevalence - Anxiety disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 1 27 2,,,2419,14422,\N,0,\N
84721,Prevalence - Anxiety disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 2 27 2,,,2419,14422,\N,0,\N
84722,Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 27 2,,,2419,14422,\N,0,\N
84740,Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:00,5 572 3 7 2,,,2420,14423,\N,0,\N
84749,Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 8 2,,,2420,14423,\N,0,\N
84758,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 9 2,,,2420,14423,\N,0,\N
84767,Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 10 2,,,2420,14423,\N,0,\N
84776,Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 11 2,,,2420,14423,\N,0,\N
84780,Prevalence - Eating disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 1 22 1,,,2420,14423,\N,0,\N
84781,Prevalence - Eating disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 2 22 1,,,2420,14423,\N,0,\N
84782,Prevalence - Eating disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 22 1,,,2420,14423,\N,0,\N
84785,Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 22 2,,,2420,14423,\N,0,\N
84794,Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 23 2,,,2420,14423,\N,0,\N
84812,Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:01,5 572 3 25 2,,,2420,14423,\N,0,\N
84821,Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:02,5 572 3 26 2,,,2420,14423,\N,0,\N
84825,Prevalence - Eating disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:02,5 572 1 27 2,,,2420,14423,\N,0,\N
84826,Prevalence - Eating disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:02,5 572 2 27 2,,,2420,14423,\N,0,\N
84827,Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:02,5 572 3 27 2,,,2420,14423,\N,0,\N
84887,Prevalence - Anorexia nervosa - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:03,5 573 3 22 1,,,2421,14424,\N,0,\N
84992,Prevalence - Bulimia nervosa - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:04,5 574 3 22 1,,,2422,14425,\N,0,\N
85095,Prevalence - Autistic spectrum disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:06,5 575 1 22 1,,,2404,14407,\N,0,\N
