"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"83471","Prevalence - Attention-deficit/hyperactivity disorder - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:08:43","5 578 3 27 2","","","2407","14410",\N,"0",\N
"83516","Prevalence - Alcohol use disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:19:44","5 560 3 11 2","","","2408","14411",\N,"0",\N
"83520","Prevalence - Alcohol use disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:13:43","5 560 1 22 1","","","2408","14411",\N,"0",\N
"83521","Prevalence - Alcohol use disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:13:44","5 560 2 22 1","","","2408","14411",\N,"0",\N
"83522","Prevalence - Alcohol use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:13:45","5 560 3 22 1","","","2408","14411",\N,"0",\N
"83525","Prevalence - Alcohol use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:13:47","5 560 3 22 2","","","2408","14411",\N,"0",\N
"83534","Prevalence - Alcohol use disorders - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:13:54","5 560 3 23 2","","","2408","14411",\N,"0",\N
"83543","Prevalence - Alcohol use disorders - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:02","5 560 3 24 2","","","2408","14411",\N,"0",\N
"83552","Prevalence - Alcohol use disorders - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:09","5 560 3 25 2","","","2408","14411",\N,"0",\N
"83561","Prevalence - Alcohol use disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:16","5 560 3 26 2","","","2408","14411",\N,"0",\N
"83565","Prevalence - Alcohol use disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:19","5 560 1 27 2","","","2408","14411",\N,"0",\N
"83566","Prevalence - Alcohol use disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:20","5 560 2 27 2","","","2408","14411",\N,"0",\N
"83567","Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:21","5 560 3 27 2","","","2408","14411",\N,"0",\N
"83585","Prevalence - Drug use disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:35","5 561 3 7 2","","","2409","14412",\N,"0",\N
"83594","Prevalence - Drug use disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:42","5 561 3 8 2","","","2409","14412",\N,"0",\N
"83603","Prevalence - Drug use disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:49","5 561 3 9 2","","","2409","14412",\N,"0",\N
"83612","Prevalence - Drug use disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:14:57","5 561 3 10 2","","","2409","14412",\N,"0",\N
"83621","Prevalence - Drug use disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:04","5 561 3 11 2","","","2409","14412",\N,"0",\N
"83625","Prevalence - Drug use disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:15:07","5 561 1 22 1","","","2409","14412",\N,"0",\N
"83626","Prevalence - Drug use disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:15:08","5 561 2 22 1","","","2409","14412",\N,"0",\N
"83627","Prevalence - Drug use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 17:15:08","5 561 3 22 1","","","2409","14412",\N,"0",\N
"83630","Prevalence - Drug use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:11","5 561 3 22 2","","","2409","14412",\N,"0",\N
"83637","Prevalence - Drug use disorders - Sex: Male - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:16","5 561 1 23 2","","","2409","14412",\N,"0",\N
"83648","Prevalence - Drug use disorders - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:25","5 561 3 24 2","","","2409","14412",\N,"0",\N
"83666","Prevalence - Drug use disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:39","5 561 3 26 2","","","2409","14412",\N,"0",\N
"83670","Prevalence - Drug use disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:42","5 561 1 27 2","","","2409","14412",\N,"0",\N
"83671","Prevalence - Drug use disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:43","5 561 2 27 2","","","2409","14412",\N,"0",\N
"83672","Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:56","2019-04-23 17:15:44","5 561 3 27 2","","","2409","14412",\N,"0",\N
"83732","Prevalence - Opioid use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:56","2019-04-23 16:45:47","5 562 3 22 1","","","2410","14413",\N,"0",\N
"83837","Prevalence - Cocaine use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:47:09","5 563 3 22 1","","","2411","14414",\N,"0",\N
"83942","Prevalence - Amphetamine use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:49:11","5 564 3 22 1","","","2412","14415",\N,"0",\N
"84047","Prevalence - Cannabis use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:50:45","5 565 3 22 1","","","2413","14416",\N,"0",\N
"84152","Prevalence - Other drug use disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:52:18","5 566 3 22 1","","","2414","14417",\N,"0",\N
"84215","Prevalence - Depressive disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:16","5 567 3 7 2","","","2415","14418",\N,"0",\N
"84224","Prevalence - Depressive disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:24","5 567 3 8 2","","","2415","14418",\N,"0",\N
"84233","Prevalence - Depressive disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:32","5 567 3 9 2","","","2415","14418",\N,"0",\N
"84242","Prevalence - Depressive disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:40","5 567 3 10 2","","","2415","14418",\N,"0",\N
"84251","Prevalence - Depressive disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:47","5 567 3 11 2","","","2415","14418",\N,"0",\N
"84255","Prevalence - Depressive disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:53:51","5 567 1 22 1","","","2415","14418",\N,"0",\N
"84256","Prevalence - Depressive disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:53:52","5 567 2 22 1","","","2415","14418",\N,"0",\N
"84257","Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:57","2019-04-23 16:53:53","5 567 3 22 1","","","2415","14418",\N,"0",\N
"84260","Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:53:55","5 567 3 22 2","","","2415","14418",\N,"0",\N
"84278","Prevalence - Depressive disorders - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:09","5 567 3 24 2","","","2415","14418",\N,"0",\N
"84287","Prevalence - Depressive disorders - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:17","5 567 3 25 2","","","2415","14418",\N,"0",\N
"84296","Prevalence - Depressive disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:25","5 567 3 26 2","","","2415","14418",\N,"0",\N
"84300","Prevalence - Depressive disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:29","5 567 1 27 2","","","2415","14418",\N,"0",\N
"84301","Prevalence - Depressive disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:30","5 567 2 27 2","","","2415","14418",\N,"0",\N
"84302","Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:57","2019-04-23 16:54:30","5 567 3 27 2","","","2415","14418",\N,"0",\N
"84305","Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2018-02-11 13:51:57","2019-04-23 16:54:33","5 567 3 27 3","","","2415","14418",\N,"0",\N
"84530","Prevalence - Bipolar disorder - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:57:48","5 570 3 7 2","","","2418","14421",\N,"0",\N
"84548","Prevalence - Bipolar disorder - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:05","5 570 3 9 2","","","2418","14421",\N,"0",\N
"84557","Prevalence - Bipolar disorder - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:12","5 570 3 10 2","","","2418","14421",\N,"0",\N
"84566","Prevalence - Bipolar disorder - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:19","5 570 3 11 2","","","2418","14421",\N,"0",\N
"84570","Prevalence - Bipolar disorder - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:58:23","5 570 1 22 1","","","2418","14421",\N,"0",\N
"84571","Prevalence - Bipolar disorder - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:58:24","5 570 2 22 1","","","2418","14421",\N,"0",\N
"84572","Prevalence - Bipolar disorder - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:58:25","5 570 3 22 1","","","2418","14421",\N,"0",\N
"84575","Prevalence - Bipolar disorder - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:27","5 570 3 22 2","","","2418","14421",\N,"0",\N
"84584","Prevalence - Bipolar disorder - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:35","5 570 3 23 2","","","2418","14421",\N,"0",\N
"84593","Prevalence - Bipolar disorder - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:42","5 570 3 24 2","","","2418","14421",\N,"0",\N
"84602","Prevalence - Bipolar disorder - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:50","5 570 3 25 2","","","2418","14421",\N,"0",\N
"84611","Prevalence - Bipolar disorder - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:58:58","5 570 3 26 2","","","2418","14421",\N,"0",\N
"84615","Prevalence - Bipolar disorder - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:02","5 570 1 27 2","","","2418","14421",\N,"0",\N
"84616","Prevalence - Bipolar disorder - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:02","5 570 2 27 2","","","2418","14421",\N,"0",\N
"84617","Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:03","5 570 3 27 2","","","2418","14421",\N,"0",\N
"84626","Prevalence - Anxiety disorders - Sex: Both - Age: Under 5 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:11","5 571 3 1 2","","","2419","14422",\N,"0",\N
"84635","Prevalence - Anxiety disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:19","5 571 3 7 2","","","2419","14422",\N,"0",\N
"84644","Prevalence - Anxiety disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:27","5 571 3 8 2","","","2419","14422",\N,"0",\N
"84653","Prevalence - Anxiety disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:35","5 571 3 9 2","","","2419","14422",\N,"0",\N
"84662","Prevalence - Anxiety disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:44","5 571 3 10 2","","","2419","14422",\N,"0",\N
"84671","Prevalence - Anxiety disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:51","5 571 3 11 2","","","2419","14422",\N,"0",\N
"84675","Prevalence - Anxiety disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:59:55","5 571 1 22 1","","","2419","14422",\N,"0",\N
"84676","Prevalence - Anxiety disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:59:56","5 571 2 22 1","","","2419","14422",\N,"0",\N
"84677","Prevalence - Anxiety disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 16:59:57","5 571 3 22 1","","","2419","14422",\N,"0",\N
"84680","Prevalence - Anxiety disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 16:59:59","5 571 3 22 2","","","2419","14422",\N,"0",\N
"84689","Prevalence - Anxiety disorders - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:07","5 571 3 23 2","","","2419","14422",\N,"0",\N
"84698","Prevalence - Anxiety disorders - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:15","5 571 3 24 2","","","2419","14422",\N,"0",\N
"84707","Prevalence - Anxiety disorders - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:23","5 571 3 25 2","","","2419","14422",\N,"0",\N
"84716","Prevalence - Anxiety disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:31","5 571 3 26 2","","","2419","14422",\N,"0",\N
"84720","Prevalence - Anxiety disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:34","5 571 1 27 2","","","2419","14422",\N,"0",\N
"84721","Prevalence - Anxiety disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:36","5 571 2 27 2","","","2419","14422",\N,"0",\N
"84722","Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:37","5 571 3 27 2","","","2419","14422",\N,"0",\N
"84740","Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:00:55","5 572 3 7 2","","","2420","14423",\N,"0",\N
"84749","Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:02","5 572 3 8 2","","","2420","14423",\N,"0",\N
"84758","Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:10","5 572 3 9 2","","","2420","14423",\N,"0",\N
"84767","Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:19","5 572 3 10 2","","","2420","14423",\N,"0",\N
"84776","Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:27","5 572 3 11 2","","","2420","14423",\N,"0",\N
"84780","Prevalence - Eating disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 17:01:31","5 572 1 22 1","","","2420","14423",\N,"0",\N
"84781","Prevalence - Eating disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 17:01:31","5 572 2 22 1","","","2420","14423",\N,"0",\N
"84782","Prevalence - Eating disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 17:01:32","5 572 3 22 1","","","2420","14423",\N,"0",\N
"84785","Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:35","5 572 3 22 2","","","2420","14423",\N,"0",\N
"84794","Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:42","5 572 3 23 2","","","2420","14423",\N,"0",\N
"84812","Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:01:58","5 572 3 25 2","","","2420","14423",\N,"0",\N
"84821","Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:02:06","5 572 3 26 2","","","2420","14423",\N,"0",\N
"84825","Prevalence - Eating disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:02:09","5 572 1 27 2","","","2420","14423",\N,"0",\N
"84826","Prevalence - Eating disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:02:10","5 572 2 27 2","","","2420","14423",\N,"0",\N
"84827","Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:58","2019-04-23 17:02:11","5 572 3 27 2","","","2420","14423",\N,"0",\N
"84887","Prevalence - Anorexia nervosa - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:58","2019-04-23 17:03:06","5 573 3 22 1","","","2421","14424",\N,"0",\N
"84992","Prevalence - Bulimia nervosa - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:04:40","5 574 3 22 1","","","2422","14425",\N,"0",\N
"85095","Prevalence - Autistic spectrum disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:06:18","5 575 1 22 1","","","2404","14407",\N,"0",\N
"85096","Prevalence - Autistic spectrum disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:06:19","5 575 2 22 1","","","2404","14407",\N,"0",\N
"85097","Prevalence - Autistic spectrum disorders - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:06:20","5 575 3 22 1","","","2404","14407",\N,"0",\N
"85135","Prevalence - Mental and substance use disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:16:22","5 558 3 7 2","","","2423","14426",\N,"0",\N
"85144","Prevalence - Mental and substance use disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:16:30","5 558 3 8 2","","","2423","14426",\N,"0",\N
"85153","Prevalence - Mental and substance use disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:16:37","5 558 3 9 2","","","2423","14426",\N,"0",\N
"85162","Prevalence - Mental and substance use disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:16:45","5 558 3 10 2","","","2423","14426",\N,"0",\N
"85171","Prevalence - Mental and substance use disorders - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:16:52","5 558 3 11 2","","","2423","14426",\N,"0",\N
"85175","Prevalence - Mental and substance use disorders - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:16:55","5 558 1 22 1","","","2423","14426",\N,"0",\N
"85176","Prevalence - Mental and substance use disorders - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:16:56","5 558 2 22 1","","","2423","14426",\N,"0",\N
"85180","Prevalence - Mental and substance use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:00","5 558 3 22 2","","","2423","14426",\N,"0",\N
"85189","Prevalence - Mental and substance use disorders - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:07","5 558 3 23 2","","","2423","14426",\N,"0",\N
"85198","Prevalence - Mental and substance use disorders - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:14","5 558 3 24 2","","","2423","14426",\N,"0",\N
"85207","Prevalence - Mental and substance use disorders - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:22","5 558 3 25 2","","","2423","14426",\N,"0",\N
"85216","Prevalence - Mental and substance use disorders - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:30","5 558 3 26 2","","","2423","14426",\N,"0",\N
"85220","Prevalence - Mental and substance use disorders - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:33","5 558 1 27 2","","","2423","14426",\N,"0",\N
"85221","Prevalence - Mental and substance use disorders - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:33","5 558 2 27 2","","","2423","14426",\N,"0",\N
"85222","Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:34","5 558 3 27 2","","","2423","14426",\N,"0",\N
"85225","Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2018-02-11 13:51:59","2019-04-23 17:17:36","5 558 3 27 3","","","2423","14426",\N,"0",\N
"85240","Prevalence - Schizophrenia - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:48","5 559 3 7 2","","","2424","14427",\N,"0",\N
"85249","Prevalence - Schizophrenia - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:17:55","5 559 3 8 2","","","2424","14427",\N,"0",\N
"85258","Prevalence - Schizophrenia - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:02","5 559 3 9 2","","","2424","14427",\N,"0",\N
"85267","Prevalence - Schizophrenia - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:09","5 559 3 10 2","","","2424","14427",\N,"0",\N
"85276","Prevalence - Schizophrenia - Sex: Both - Age: 30 to 34 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:17","5 559 3 11 2","","","2424","14427",\N,"0",\N
"85280","Prevalence - Schizophrenia - Sex: Male - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:18:21","5 559 1 22 1","","","2424","14427",\N,"0",\N
"85281","Prevalence - Schizophrenia - Sex: Female - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:18:21","5 559 2 22 1","","","2424","14427",\N,"0",\N
"85282","Prevalence - Schizophrenia - Sex: Both - Age: All Ages (Number)","Number",\N,"2018-02-11 13:51:59","2019-04-23 17:18:22","5 559 3 22 1","","","2424","14427",\N,"0",\N
"85285","Prevalence - Schizophrenia - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:25","5 559 3 22 2","","","2424","14427",\N,"0",\N
"85294","Prevalence - Schizophrenia - Sex: Both - Age: 5-14 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:32","5 559 3 23 2","","","2424","14427",\N,"0",\N
"85303","Prevalence - Schizophrenia - Sex: Both - Age: 15-49 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:40","5 559 3 24 2","","","2424","14427",\N,"0",\N
"85312","Prevalence - Schizophrenia - Sex: Both - Age: 50-69 years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:47","5 559 3 25 2","","","2424","14427",\N,"0",\N
"85321","Prevalence - Schizophrenia - Sex: Both - Age: 70+ years (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:55","5 559 3 26 2","","","2424","14427",\N,"0",\N
"85325","Prevalence - Schizophrenia - Sex: Male - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:58","5 559 1 27 2","","","2424","14427",\N,"0",\N
"85326","Prevalence - Schizophrenia - Sex: Female - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:18:59","5 559 2 27 2","","","2424","14427",\N,"0",\N
"85327","Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:19:00","5 559 3 27 2","","","2424","14427",\N,"0",\N
"85345","Prevalence - Alcohol use disorders - Sex: Both - Age: 10 to 14 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:19:14","5 560 3 7 2","","","2408","14411",\N,"0",\N
"85354","Prevalence - Alcohol use disorders - Sex: Both - Age: 15 to 19 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:19:21","5 560 3 8 2","","","2408","14411",\N,"0",\N
"85363","Prevalence - Alcohol use disorders - Sex: Both - Age: 20 to 24 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:19:30","5 560 3 9 2","","","2408","14411",\N,"0",\N
"85372","Prevalence - Alcohol use disorders - Sex: Both - Age: 25 to 29 (Percent)","Percent",\N,"2018-02-11 13:51:59","2019-04-23 17:19:36","5 560 3 10 2","","","2408","14411",\N,"0",\N
